communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumB,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Hurontownship,MI,163,40040,9,10447,2.97,0.34,98.58,0.15,1.9,15.91,28.09,13.47,7.21,2433,23.29,41806,85.43,1.5,39.08,22.5,3.34,16.53,45240,15315,15423,7500,10106,4883,4712,12554,466,4.48,10.18,25.13,9.94,6.95,64.49,31.38,17.95,23.76,16.74,8.59,28.49,9.38,8.98,3.32,84.57,81.2,93.5,82.12,61.68,66.28,102,1.28,320,0,0,4.06,26.25,0,0,0.12,0.8,93.91,0.76,6.03,5.13,2.97,3,2.75,91.92,2.08,31.21,3,118,96.75,91.26,5.08,41.53,1969,1.31,0.14,56200,79500,112900,56700,288,347,438,150,431,21.3,17.2,13.9,0,0,3.06,78.22,64.24,93.07,96.45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.9,283.4,0,?,?,?,?,0,?,0,0,?,?,1,9.32,26,242.24,91,847.85,189,1760.92,44,409.95,3,27.95,?,3046.68
WestNewYorktown,NJ,17,79610,9,38125,2.64,4,76.72,1.95,73.26,12.96,28.23,13.58,12.39,38125,100,26361,75.16,0.39,25.19,26.1,11.64,10.45,29342,12047,12367,12007,10126,17523,10040,10444,6238,16.4,31.16,50.1,12.38,8.59,61,31.7,12.43,30.22,15.84,10.2,36,16.03,13.27,3.19,64.55,58.76,74.34,58.5,53.68,61.13,1566,6.02,23028,12.55,20.16,27.83,41.66,7.58,12.18,16.81,25.16,18.47,31.34,7.1,4.96,2.64,2.72,2.62,23.32,14.99,79.82,2,1375,91.29,22.66,3.93,32.51,1946,7.31,1.25,127100,162000,199800,72700,272,394,575,303,439,25.4,26.3,15,0,2,60.4,23.33,56.82,81.55,83.21,100,272.13,90,244.92,31908,86831.6,319.1,272.1,91.72,85,0,15,0,15,5,8,186.7,1.1,36199.2,25.05,24,4878000,90,0,5,132745.5,1,2.72,3,8.16,112,304.79,93,253.08,599,1630.07,950,2585.25,364,990.56,29,78.92,568.75,5284.79
Fayettevillecity,NC,?,?,9,75695,2.55,38.28,57.57,1.52,3.15,15.71,31.36,16.45,9.94,75695,100,24354,79.41,0.62,29.59,22.54,10.45,18.36,29288,12825,16279,7899,7669,12408,10701,10485,13764,18.75,8.6,20.87,23.79,7.33,60.87,12.22,29.83,14.87,30.03,11.16,30.31,15.91,13.7,2.99,62.94,56.08,71.54,61.74,57.46,65.76,3701,6.52,2622,17.05,19.76,26.74,29.1,0.59,0.68,0.93,1.01,92.92,0.74,3.85,2.68,2.47,2.57,2.35,56.3,3.06,44.17,3,2073,93.46,54.17,4.63,32.71,1969,6.64,0.42,49400,67900,94900,45500,212,309,383,171,405,27.2,22.6,14,102,29,3.46,55.65,46.81,72.3,78.5,220,257.36,174,203.55,158000,184829.91,718.2,257.4,85.91,70.45,26.82,0,2.73,29.55,4,5,18.2,42.1,1799.7,1.22,161,9624526,79.09,10,1.82,112588.6,30,35.09,92,107.62,583,682,1081,1264.56,2071,2422.68,5685,6650.37,647,756.87,59,69.02,2089.28,9898.93
ElmwoodParkborough,NJ,3,21300,9,17623,2.61,0.83,93.71,3.41,8.63,11.11,23.94,11.61,18.06,17623,100,38248,76.13,0.24,53.49,37.23,3.01,18.58,45118,17910,18069,15513,0,16410,14309,12374,547,3.11,14.86,32.3,15,5.05,62.1,23.1,15.99,14.04,21.34,5.85,28.92,9.18,7.63,3.06,80.55,79.05,91.51,79.05,57.01,66.47,94,0.75,3510,12.14,17.83,22.93,28.52,2.42,3.55,4.57,5.68,70.58,4.87,3.71,2.81,2.61,2.7,2.46,64.47,2.16,44.94,3,183,97.36,62.35,0.55,30.05,1950,1.17,0.26,164900,185600,210100,45200,404,542,723,319,623,23.3,22.6,17.5,0,0,19.92,59.34,66.93,84.7,91.94,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,6408.4,4.69,?,?,?,?,0,?,0,0,2,11.17,14,78.2,6,33.51,82,458.02,651,3636.26,80,446.85,2,11.17,122.88,4552.31
Stroudtownship,PA,89,74880,9,10600,2.66,1.72,96.8,1.05,1.79,12.81,21.97,10.57,13.2,0,0,39690,78.49,0.35,48.54,28.38,2.74,16.76,45006,16945,17141,11679,43000,9904,12320,15430,405,3.86,6.74,18.67,22.01,4.77,63.47,17.98,20.75,14.36,24.58,7.78,24.1,9.14,8.48,3.04,84.17,81.59,93.98,88.1,50.68,65.12,96,1.31,444,10.59,22.07,27.7,35.81,0.44,0.92,1.16,1.5,92.01,0.68,3.64,2.76,2.64,2.68,2.5,81.57,1.31,28.01,3,915,81.3,80.47,0.98,24.04,1969,0.7,0.35,92300,124500,164200,71900,336,436,584,248,523,25.8,22.5,12.8,0,0,4.19,59.87,57.83,74.94,79.42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32.3,327.8,2.26,?,?,?,?,0,?,0,0,2,18.55,5,46.39,14,129.88,45,417.48,509,4722.14,30,278.32,3,27.83,194.82,5445.77
Warsawcity,IN,?,?,9,10968,2.61,1.07,96.7,0.82,2.84,13.42,27.01,12.17,12.49,0,0,29978,80.25,1.33,42.3,29.61,4.5,13.43,35328,14633,14853,9787,11013,6831,9058,10904,943,8.77,8.12,23.7,17.85,3.47,65.28,38.62,17.61,23.15,22.09,9.28,24.41,13.57,11.6,3.11,76.22,75.11,79.9,79.25,61.41,70.86,234,2.53,239,11.3,35.15,35.15,48.12,0.25,0.77,0.77,1.05,95.17,0.86,5.14,3.64,2.55,2.71,2.25,68.82,2.64,46.31,3,291,93.53,64.75,0.69,26.46,1956,7.49,0.51,41800,56700,83100,41300,233,301,364,131,401,24.2,17.1,12.5,21,0,2.18,69.04,51.7,84.47,92.01,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.8,1122.4,0.35,?,?,?,?,0,?,0,0,3,22.99,1,7.66,0,0,88,674.43,551,4222.87,35,268.24,2,15.33,30.66,5180.87
MountVernoncity,WA,?,?,9,17647,2.56,0.44,89.58,1.39,10.89,14.1,27.35,13.21,12.17,0,0,27022,74.87,0.3,40.25,26.92,9.32,15.01,33593,13486,14118,11095,10780,9288,7246,7631,2274,13.21,6.56,18.19,17.65,5.91,60.51,15.49,21.85,13.36,23.78,11.99,28.14,16.77,14.5,3.09,70.26,68.94,71.19,81.92,67.16,69.97,371,2.72,1226,10.44,18.68,25.45,37.77,0.73,1.3,1.77,2.62,89.3,2.51,5.2,3.46,2.5,2.67,2.27,60.74,4.84,50.33,2,282,96.07,56.85,2.13,23.05,1972,6.45,0.46,61700,78500,99300,37600,283,359,439,156,426,26.8,18.5,11.5,58,2,6.95,56.45,42.5,71.65,84.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.7,2020,0.35,?,?,?,?,0,?,3,14.27,15,71.36,18,85.63,9,42.82,200,951.47,1324,6298.76,94,447.19,13,61.85,214.08,7759.28
SiouxFallscity,SD,99,59020,9,99405,2.53,0.73,96.82,0.68,0.57,13.7,29.2,13.92,10.29,99405,100,27123,81.64,2.15,44.67,23.84,4.79,12.73,34144,13574,13840,7414,4274,6405,4450,5754,8205,8.61,7.94,16.75,22.72,3,71.01,12.88,25.6,12.99,25.28,9.77,29.13,11.49,10.68,3.03,76.25,75.91,85.01,80.91,79.56,82.97,1239,1.7,1680,21.43,27.5,33.99,45.48,0.36,0.46,0.57,0.77,95.97,0.7,3.49,2.26,2.42,2.74,1.97,66.14,1.59,52.48,2,1741,95.76,58.45,1.67,26.13,1965,3.4,0.23,46000,59000,78100,32100,256,336,407,151,380,24.7,20,12.6,107,18,1.69,65.17,47.84,76.45,85.5,134,121.39,124,112.33,48521,43956.2,362.1,121.4,97.55,98.51,1.49,0,0,1.49,4,7,97.7,44.9,2213.7,0.56,61,4962893,92.54,0,2.99,44959.8,2,1.81,103,93.31,44,39.86,326,295.33,735,665.85,3470,3143.54,195,176.65,29,26.27,430.31,4012.32
Greenevilletown,TN,?,?,9,13532,2.42,6.19,93.34,0.2,0.36,12.98,23.63,11.74,17.23,0,0,20066,71.26,2.99,37.88,37.86,11.15,15.74,27034,11429,11713,7271,1542,13262,167,7616,2133,16.56,21.89,38,17.04,9.06,53.38,31.12,23.11,20.67,26.87,12.08,24.36,15.95,14.23,2.84,66.51,62.58,81.59,71.04,62.91,74.63,234,2.01,80,5,5,5,10,0.03,0.03,0.03,0.06,98.13,0.58,2.16,1.47,2.3,2.36,2.2,64.92,1.27,48.32,3,477,92.13,63.34,1.26,38.36,1963,10.48,0.53,33700,47700,68800,35100,127,203,262,135,266,24.7,17.2,12.3,2,0,0.59,75.67,55.46,86.89,92.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.4,1186.2,0.12,?,?,?,?,0,?,0,0,6,42.02,6,42.02,47,329.15,273,1911.9,446,3123.47,58,406.19,1,7,413.19,5448.56
Chesapeakecity,VA,550,16000,9,151976,2.92,27.41,70.67,1.25,1.26,14.33,27.6,12.44,7.8,146527,96.41,35737,85.51,0.59,34.01,18.83,5.21,19.19,39093,13817,15256,10227,19359,10075,11951,12765,13329,8.97,7.95,22.89,16.9,4.23,67.88,14.72,21.81,12.16,26.44,9.42,26.28,12.24,10.87,3.22,76.7,71.01,82.69,76.22,65.15,73.04,4413,4.04,2652,10.52,15.5,21.23,27.07,0.18,0.27,0.37,0.47,96.17,0.41,5.02,4.03,2.87,2.93,2.71,74.48,2.78,30.99,3,3777,93.22,72.96,8.05,32.14,1975,4.18,0.44,68200,88200,117100,48900,299,399,489,190,494,26.7,23.9,13.1,5,0,1.75,58.1,48.07,67.38,86.38,261,143.1,229,125.55,122309,67057.2,468.6,143.1,82.16,88.51,10.73,0.38,0.38,11.49,12,6,13.2,352.9,430.6,1.03,226,8150502,87.74,10,4.6,44686,13,7.13,61,33.44,327,179.28,385,211.08,1612,883.8,4958,2718.28,490,268.65,95,52.08,430.93,3922.8
HighPointcity,NC,?,?,9,69496,2.52,30.19,68.13,0.94,0.79,14.34,27.36,13.76,12.36,69394,100,25035,78.42,0.49,30.84,28.96,7.29,11.39,30643,13324,15811,7913,11704,7566,10043,8497,8600,12.74,12.9,31.81,18.09,5.27,65.17,33.37,16.85,24.66,21.21,11.71,29.35,15,13.51,2.99,63.08,58.23,68.73,60.65,66.9,76.46,3391,6.14,1036,7.82,22.1,35.91,44.11,0.12,0.33,0.54,0.66,96.3,0.8,3.76,2.63,2.46,2.52,2.38,55.83,2.47,49.89,3,1879,93.61,54.45,3.67,28.37,1965,7.17,0.25,45500,65200,94800,49300,190,279,366,176,390,24.4,21.7,13.7,104,0,1.49,70.77,50.62,80.22,89.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,44.6,1559.7,2.69,?,?,?,?,0,?,12,16.33,39,53.07,291,396,592,805.62,2060,2803.33,3714,5054.16,376,511.68,48,65.32,1271.02,8434.49
Alamogordocity,NM,?,?,10,27596,2.63,6.04,82.74,1.88,25,14.12,28.87,12.99,10.21,0,0,24579,78.96,0.71,38.3,21.19,6.41,23.2,27875,11255,12058,9277,3588,5445,6621,6849,3671,13.52,7.74,18.01,16.73,7.64,59.34,7.39,24.19,11,25.72,11.07,22.53,13.34,12.23,3.07,76.3,72.44,82.54,78.18,57.2,66.04,484,2.16,1695,7.32,12.09,16.76,19.35,0.45,0.74,1.03,1.19,79.38,1.94,4.7,3.46,2.6,2.68,2.46,65.7,4.15,40.35,3,1492,87.54,63.74,1.88,39.08,1969,8.75,0.31,43900,58200,74200,30300,229,296,377,148,364,25.3,21.2,11.5,0,0,6.14,31.32,43.08,64.24,68.88,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.7,1557,0.09,?,?,?,?,0,?,2,6.63,7,23.19,9,29.82,128,424.08,294,974.06,968,3207.1,43,142.46,7,23.19,483.72,4346.82
RockyHilltown,CT,3,65370,10,16554,2.52,2.6,95.22,1.61,1.97,9.3,25.68,10.93,13.14,16111,97.32,48125,87.5,0.95,60.41,22.45,1.49,16.46,56396,21918,22029,21339,14839,15647,20376,21043,455,2.94,5.45,14.72,31.9,2.38,70.65,11.64,21.59,6.26,38.07,11.88,31.24,10.58,11.23,2.96,85.33,84.54,93.62,86.07,76.04,80.02,139,1.47,1459,6.24,8.5,12.68,20.01,0.55,0.75,1.12,1.76,85.67,1.39,1.74,1.11,2.36,2.6,1.91,72.43,0.59,57,2,530,92.54,65.85,0.38,21.32,1972,0.58,0.2,144600,178100,225400,80800,628,706,824,196,788,24.8,21.6,11.8,8,0,8.81,61.86,52.61,78.57,88.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.9,1187.3,2.42,?,?,?,?,0,?,0,0,1,6.03,6,36.21,9,54.31,79,476.74,409,2468.17,63,380.18,0,0,96.55,3325.09
Millingtoncity,TN,?,?,10,17866,4.29,15.84,78.84,2.37,5.02,36.56,54.63,40.48,3.01,0,0,23815,90.06,0.12,27.51,13.13,3.86,15.5,25356,9292,9889,7233,9263,6599,5628,5783,1362,11.19,4.64,13.48,10.08,3.28,79.79,8.49,22.97,9.11,23,5.59,56.16,9.72,7.01,3.27,83.18,79.78,93.27,81.51,51.92,61.76,149,1.94,378,14.02,16.93,19.84,25.13,0.3,0.36,0.42,0.53,93.16,0.62,4.84,3.96,2.93,2.78,3.01,31.71,4.2,48.56,3,272,93.87,33.4,1.84,14.34,1965,7.1,0,51500,64700,77000,25500,245,307,391,146,353,21.1,19.1,13.2,0,0,2.12,21.38,16.67,30.21,32.83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,1626,0,?,?,?,?,0,?,2,11.53,6,34.59,20,115.29,71,409.29,293,1689.05,449,2588.34,84,484.23,1,5.76,570.7,4767.39
Sacocity,ME,31,64675,10,15181,2.54,0.29,98.87,0.63,0.55,12.92,26.84,12.38,12.05,0,0,32655,80.16,0.98,46.92,26.95,5.55,14.59,37328,14405,14395,2084,0,22279,0,18759,914,6.07,9,19.37,20.74,5.98,64.91,21.38,25.54,14.6,26.37,8.58,27.28,11.43,10.09,3.01,78.41,77.05,87.06,84.42,69.53,76.98,120,1.1,442,9.5,10.86,12.44,12.44,0.28,0.32,0.36,0.36,82.53,1.1,2.69,1.87,2.52,2.73,2.17,68.3,1.07,49.46,3,848,87.58,63.15,3.89,71.34,1958,3.03,1.05,88500,112300,145800,57300,336,437,527,191,506,25.5,23,14.6,0,0,2.91,71.81,54.49,80.25,89.44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,39.9,380.7,0.83,?,?,?,?,0,?,0,0,2,12.99,3,19.48,5,32.47,94,610.47,498,3234.19,20,129.89,2,12.99,64.94,3987.53
SevenHillscity,OH,35,71416,10,12339,2.72,0.11,97.85,1.82,0.45,11.43,20.29,10.89,20.31,12339,100,42240,72.92,0.25,69.62,43.43,1.59,31.21,46208,17063,16970,10037,8358,35621,0,18606,238,1.93,7.3,21.79,16.85,4.43,54.64,19.51,20.96,12.26,26.88,3.25,25.58,4.27,3.77,3.02,90.21,87.49,99.03,89.48,51.46,62.4,27,0.26,1340,1.94,2.24,6.57,9.48,0.21,0.24,0.71,1.03,82.06,2.27,4.05,3.39,2.72,2.73,2.55,96.59,0.37,5.89,3,47,98.97,96.36,2.13,46.81,1965,0.13,0.37,87600,105600,124800,37200,340,429,624,284,498,22.5,17.2,12.2,0,0,10.86,77.25,77.89,94.2,97.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.2,2394.1,2.54,?,?,?,?,0,?,0,0,1,8.27,2,16.54,4,33.07,20,165.37,86,711.1,12,99.22,1,8.27,57.88,983.96
Charlestoncity,WV,?,?,10,57287,2.26,14.25,84.1,1.28,0.62,11.96,22.74,10.7,16.39,57287,100,23584,66.79,0.25,40.59,34.75,10.33,22.18,32972,16067,17433,7206,14252,27841,2213,12194,10560,18.77,9.19,22.75,28.6,7.34,53.1,8.32,29.09,7.56,36.31,11.93,28.88,15.13,13.72,2.88,63.92,61.37,68.47,68.53,51.36,62.34,2249,4.78,1021,11.07,17.14,22.14,24.49,0.2,0.31,0.39,0.44,95.75,0.41,2.69,1.64,2.21,2.39,1.98,60.01,1.07,50.44,2,2805,90.02,55.46,3.21,48.81,1951,8.29,0.4,43400,66100,96700,53300,166,261,355,189,329,24.7,15.9,11.4,156,14,1.78,77.11,56.53,84.22,90.86,158,281.12,128,227.74,100000,177923.3,632.9,281.1,95.49,88.61,11.39,0,0,11.39,16,5,178.7,30.5,1876.5,5.26,102,5400000,81.01,0,10.13,96078.6,16,28.47,51,90.74,290,515.98,412,733.04,1293,2300.55,4228,7522.6,454,807.77,84,149.46,1368.23,10780.37
Westontown,MA,17,77255,10,10200,3.04,0.73,94.36,4.66,1.64,16.57,24.53,14.69,12.67,9332,91.49,95134,79.1,1.21,77.44,23.62,1.81,11.96,108751,46855,47312,28634,0,42130,14974,9669,342,3.6,1.3,3.42,68.19,3.62,60.48,12.06,40.05,1.39,58.26,3.95,28.33,5.81,4.98,3.07,90.1,89.72,97.8,91.01,51.13,59.04,36,0.48,858,7.58,9.67,18.3,29.84,0.64,0.81,1.54,2.51,90.39,0.66,3.96,3.22,2.78,2.88,2.15,89.73,0.15,12.2,4,158,95.5,86.72,0.63,53.16,1956,0,0,361600,497900,500001,138401,475,989,1001,526,1001,27.8,20.1,13.4,0,0,8.41,54.68,66.94,80.7,91.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.6,578.6,7.26,?,?,?,?,0,?,0,0,1,9.46,0,0,12,113.5,39,368.86,80,756.64,1,9.46,0,0,122.95,1134.97
Nilestownship,MI,21,57780,10,12828,2.7,2.7,95.64,0.43,1.26,14.37,25.34,11.9,11.73,7484,58.34,28745,78.94,1.15,40.64,27.5,5.93,17.27,32176,12211,12219,14063,10355,7185,2000,14604,969,7.62,7.73,22.88,10.41,7.56,61.72,27.99,18.86,21.13,17.6,10.02,23.79,12.84,11.49,3.07,76.44,72.67,84.82,81.91,64.7,74.04,161,1.47,190,4.21,6.84,6.84,6.84,0.06,0.1,0.1,0.1,96.91,0.48,4.08,3.18,2.68,2.68,2.69,84.47,1.75,33.79,3,198,95.99,84.53,9.09,34.85,1959,3.56,0.2,32300,44000,62500,30200,241,294,355,114,373,24.9,16.2,12.3,0,0,1.48,52.03,60.51,83.48,88.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,39.1,328.5,0.24,?,?,?,?,0,?,0,0,?,?,1,7.59,11,83.46,51,386.95,223,1691.96,14,106.22,5,37.94,?,2223.07
Delawarecity,OH,?,?,10,20030,2.81,4.57,94.09,0.81,0.77,20.34,33.24,19.99,9.52,0,0,28975,81.23,0.66,42.47,24.41,5.98,14.83,34699,12155,12361,9784,19678,4787,9149,8727,1757,9.8,6.45,20.57,20.2,4.32,63.21,23.83,27.64,18.59,24.45,10.43,33.82,13.27,11.94,3.06,74.93,73.19,83.46,75.42,68.21,74.49,309,2.15,393,28.5,36.9,36.9,38.42,0.56,0.72,0.72,0.75,96.65,0.09,3.3,2.27,2.52,2.72,2.27,59.76,1.53,47.35,3,523,93.17,55.35,0.96,26.58,1965,7.22,0.25,50700,68100,90900,40200,257,331,404,147,423,24,18.4,12.3,0,0,1.96,72.21,43.13,71.03,88.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.8,1852,0.35,?,?,?,?,0,?,1,4.56,24,109.32,16,72.88,17,77.44,202,920.15,719,3275.18,49,223.2,12,54.66,264.2,4473.19
Staffordtownship,NJ,29,70320,10,13325,2.61,0.25,98.73,0.68,1.25,12.71,21.28,10.19,18.55,0,0,31689,66.32,0.63,47.47,40.74,5.2,25.7,34772,14628,14386,120,7368,82133,22354,15817,1022,7.72,7.71,27.82,12.48,6.23,54.54,6,22.44,11.17,21.66,7.24,23.91,10.19,8.79,3.03,79.43,76.53,85.1,87.03,51.52,67.17,125,1.19,599,3.67,5.01,7.18,7.18,0.17,0.23,0.32,0.32,92.54,0.67,4.06,3.01,2.58,2.55,2.72,82.86,1.49,26.22,3,3183,61.64,83.73,0.41,45.77,1974,2.27,0.4,104800,132300,169800,65000,439,584,672,233,732,29.6,29,16.6,0,0,4.48,63.11,57.22,81.36,94.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,49.3,270.3,0.92,?,?,?,?,0,?,1,7.29,6,43.73,1,7.29,24,174.91,109,794.4,286,2084.4,10,72.88,3,21.86,233.22,2973.54
Erlangercity,KY,?,?,10,15979,2.71,1.01,98.26,0.38,0.55,13.49,29.51,13.42,8.09,15979,100,33502,86.63,0.39,44.15,21.53,3.84,12.25,37793,13303,13329,13442,32000,7391,6212,21546,858,5.38,5.45,17.79,16.17,2.84,74.11,17.64,16.68,15.57,21.52,9.21,25.41,12.69,11.03,3.17,78.31,76.58,91.31,77.54,67.51,75.42,122,1.07,170,20.59,24.71,31.76,31.76,0.22,0.26,0.34,0.34,97.41,0.42,4.32,3.26,2.71,2.9,2.32,72.56,1.71,40.57,3,188,96.91,67.91,1.06,19.68,1968,1.61,0.33,54100,64400,73300,19200,306,358,408,102,394,21.1,15.7,12,0,0,1.06,64.59,54.35,76.32,88.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.6,1858,2.96,?,?,?,?,0,?,0,0,4,25.15,5,31.44,85,534.46,64,402.41,421,2647.13,14,88.03,0,0,591.05,3137.58
Natchezcity,MS,?,?,10,19460,2.54,50.34,49.31,0.23,0.5,14.5,23.98,11.82,15.67,0,0,16769,64.79,1.04,29.73,35.04,15.81,16.21,22258,10387,14988,5876,4872,16278,?,17758,6051,31.79,15.56,31.12,18.69,12.38,47.77,14.39,27.69,13.11,31.42,11.68,30.57,14.89,13.49,3.12,53.27,47.08,52.64,54.68,64.71,67.96,1923,10.44,74,9.46,9.46,9.46,9.46,0.04,0.04,0.04,0.04,98.09,0.26,5.45,3.69,2.49,2.48,2.5,62.23,3.71,42.94,3,1000,88.45,62.36,4,53.2,1957,8.54,0.95,31200,45700,70000,38800,99,169,274,175,277,28.2,21,15.6,0,0,0.38,79.54,61.25,87.63,92.11,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.7,1422.1,0.85,?,?,?,?,0,?,2,10.27,15,76.99,36,184.79,54,277.18,283,1452.62,1124,5769.43,20,102.66,8,41.06,549.22,7365.77
NorthReadingtown,MA,17,48955,10,12002,2.95,0.3,98.68,0.9,0.71,12.56,24.35,11.83,8.02,10321,85.99,52707,90.25,1.13,55.67,17.63,2.7,14.91,57127,19100,19101,0,0,21259,0,15783,246,2.09,2.8,13.22,27.64,5.44,70.34,18.22,22.98,8.23,37.03,5.33,29.87,7.75,6.57,3.27,87.5,85.49,95.1,90.22,68.92,71.59,70,0.81,363,6.06,6.06,9.64,11.29,0.18,0.18,0.29,0.34,96.31,0.3,5.28,4.28,2.9,3,2.15,91.36,0.89,29.24,3,111,97.34,88.34,4.5,24.32,1961,0.62,0,159900,190300,240300,80400,414,643,825,411,710,24.2,22.8,12.3,0,0,3.02,80.21,67.37,87.98,96.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.7,873.9,2.55,?,?,?,?,0,?,0,0,0,0,0,0,8,64.3,38,305.44,136,1093.16,22,176.83,2,16.08,64.3,1591.51
Westminstercity,CA,?,?,10,78118,3.12,1.11,69.63,22.55,19.07,14.94,30.67,15.31,8.73,78118,100,41364,82.86,0.48,40.13,20.62,9.94,16.01,45007,15530,17828,13457,15392,10236,8973,9392,8859,11.44,10.13,24.87,18.15,5.72,66.08,24.61,16.35,14.56,26,8.62,35.46,12.81,10.69,3.47,76.86,70.66,87.62,80.99,58.59,65.29,1320,2.38,22752,21.41,32.66,45.77,61.06,6.24,9.51,13.33,17.78,62.28,12.03,13.33,10.22,3.1,2.95,3.35,59.82,14.63,46.72,3,775,97,62.77,3.74,13.16,1967,1.12,0.33,188400,226100,277600,89200,600,690,873,273,736,31.1,22.7,11.4,0,2,29.13,39.71,48.31,77.57,86.87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.4,7508.5,2.04,?,?,?,?,0,?,10,12.48,11,13.72,202,252.02,175,218.34,1208,1507.14,2554,3186.45,965,1203.96,10,12.48,496.56,5910.02
Vernoncity,TX,?,?,10,12001,2.62,10.64,76.62,0.66,15.39,14.55,24.79,12.67,17.28,0,0,20396,66.82,2.64,35.73,39.95,6.07,13.36,25371,9613,10887,3827,9686,6600,6688,6210,2196,19.59,19.94,39.1,12.19,5.61,53.54,12.89,39.29,17.45,20.3,10.67,27.27,11.38,11.04,3.07,75.83,67.94,80.3,76.4,72.38,78.15,210,1.95,234,0,14.53,36.32,41.88,0,0.28,0.71,0.82,87.27,1.74,5.47,3.69,2.45,2.46,2.42,67.2,4.54,54.42,2,795,85.22,66.86,5.53,59.25,1957,11.17,1.56,21200,35800,56600,35400,147,214,289,142,319,24.9,19.1,14.5,0,0,1.95,78.41,57.68,80.46,95.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.4,1436.2,0.29,?,?,?,?,0,?,2,16.73,17,142.21,12,100.38,262,2191.73,262,2191.73,294,2459.43,10,83.65,9,75.29,2451.06,4810.11
